评论人,时间,内容
psycho_bates_,2018-02-11,Norma loved Dylan soo much but she couldn't love him as much as she loved Norman and that's the heart break of it all. Dylan wanted a family so bad but he never got it and it hurts to watch this edit but it's so good!!! ❤💔 Credit: @batesmotel_fanatic
omarakkad,2018-02-11,"L’uomo sul treno di Jaume Collet-Serra Un film d’azione, per certi versi classico, le cui caratteristiche rientrano pienamente nel filone di film d’azione. Il protagonista è il solito uomo, arrivato per certi versi al limite (con l’età e le sue vicissitudini private), dalla moralità inflessibile e con capacità fuori dal normale, che si ritrova a dover salvare le vite dei passeggeri di un treno. Per certi versi dunque è un film classico senza grosse sorprese, qualche caratteristica leggermente curiosa, però, la troviamo: una fotografia ben curata con inquadrature di primi piani e di particolari molto ben fatte e la presenza di una regia che prova tramite qualche trucchetto e stratagemma a farsi un po’ furba. Lo sviluppo della trama è molto ordinato e procede in modo lineare e semplice per gran parte del film , così come il treno in questione, fino a poco prima del finale dove sia il racconto, che il treno, escono un po’ dai binari per un finale abbastanza originale. Una nota negativa personalmente l’ho trovata nelle scene d’azione, in cui si nota che Liam Neeson non è più un giovanotto e sente il bisogno di usare la CGI per certi combattimenti, cosa che rende le scene meno scorrevoli e fluide. In conclusione quindi un film d’azione carino che riesce a intrattenere senza alcun problema. Voto personale: 6 #luomosultreno #liamneeson #thecommuter #film #movies #recensioni #recensionifilm #cinema"
tuiskula_nivala,2018-02-11,"Viikolla 7 Tuiskulan elokuvissa nähdään komedia The Disaster Artist, toimintajännäri The Commuter ja koko perheen elokuvat Supermarsu sekä Heinähattu, Vilttitossu ja Rubensin veljekset. Viikonloppuna ensi-iltansa saa kotimainen railakas komedia Varasto 2, jota tähdittää ylivieskalaislähtöinen Minttu Mustakallio. Lisää tietoa näytöksistä ja aikatauluista: www.tuiskula-nivala.fi/elokuvat #tuiskula #nivala #nivalantuiskula #tuiskulassatapahtuu #tulossa #viikko7 #elokuvateatteri #tuiskulanleffat #thecommuter #thedisasterartist #supermarsu #heinahattuvilttitossujarubensinveljekset #varasto2 #ensiilta #lippujasaatavilla #varaaomasi"
shu98hl,2018-02-11,#TheCommuter #疾速救援 #LiamNeeson
a890048,2018-02-11,年前最後一約 到處都在放新年到搶搶搶的 難得迅速決定看什麼電影 友人推薦疾速救援非常可以👍🏻 難得有人被我慫恿沒失心瘋亂買娃娃 但表情明顯表達”我可以買嗎”🤣 再熬兩天就可以回家當米蟲過年去🤪 #水瓶座#天秤座#猶豫不決 #跟你約就會變路痴#散步兼找不到飲料店 #疾速救援#地表最強老爸#TheCommuter
yobunig,2018-02-11,เราถือว่า #TheCommuter เป็นความล้มเหลวของ Liam Neeson ได้เลย อาจเป็นเพราะเราคาดหวังว่าหนังจะทำให้เรารู้สึกได้เทียบเท่า Taken หรือ Non-Stop ตรงกันข้ามเลยเพราะ The Commuter ปู background สั้นเกินไป แถมเนื้อหาก็ซับซ้อน เข้าใจยากและเราก็ไม่ได้รู้สึกถึงความเชื่อมโยงของตัวละครเลย ซึ่งตรงนี้เป็นจุดอ่อนที่ทำให้คนดูรู้สึกไม่อินกับหนังเท่าที่ควร สรุปว่าพังครับ #MyMovie2018 #4th
ooplcinemas,2018-02-11,@thecommuterfilm Liam Neeson is “an action hero to cheer for” as #TheCommuter! Don’t miss the thrill ride and get tickets today - NOW PLAYING @ooplcinemas . Check out movies times at www.ooplcinemas.com/abeokuta
byzantiomln_,2018-02-11,"Eh...ketemu Pak Anies, sekali- kali Pak Gubernur liburan. (Di beberapa Mall di DKI sudah terdapat Gerai UKM sesuai dengan program 👌OCE , termasuk PIM 👍) .Terimakasih atas jasa-jasamu Pak !! #okeoce #aniessandi #dkijakarta #thecommuter"
hizravi.aidan,2018-02-11,#thecommuter #liamneeson #verafarmiga #patrickwilson #samneill
arinkescollection,2018-02-11,"Brazilian spiff roll 14"" new in stock Valentine sales season of love 😍💖💥💥💥💥 Discount sales -------------------------------------------------------------------- New arrivals... Feel free to DM us for further enquiries or simply contact us on 08137645017/07085462609. #styletips #everydayfashion #lagosbabes # #abujawomen #naijafashiondaily #naijachic #e #ArinkesSurpriseLovePack #naijacomedy #accessbankmarathon #basketmouth #kennyblaq #mohits #dbanj #donjazzy #wizkid #davido #sciencestudent #paulokoye #wandecoal #shakushaku #futminna #teamdsf #baddosneh #coco #todaystrends #tiwasavage#thecommuter #bigbrothernaija2018"
arinkescollection,2018-02-11,"16"" body wave with closure Valentine sales season of love 😍💖💥💥💥💥 Discount sales -------------------------------------------------------------------- New arrivals... Feel free to DM us for further enquiries or simply contact us on 08137645017/07085462609. #styletips #everydayfashion #lagosbabes # #abujawomen #naijafashiondaily #naijachic #e #ArinkesSurpriseLovePack #naijacomedy #accessbankmarathon #basketmouth #kennyblaq #mohits #dbanj #donjazzy #wizkid #davido #sciencestudent #paulokoye #wandecoal #shakushaku #futminna #teamdsf #baddosneh #coco #todaystrends #tiwasavage#thecommuter #bigbrothernaija2018"
arinkescollection,2018-02-11,4days to go Get ds bob beauty for just #26k Valentine sales season of love 😍💖💥💥💥💥 Discount sales -------------------------------------------------------------------- New arrivals... Feel free to DM us for further enquiries or simply contact us on 08137645017/07085462609. #styletips #everydayfashion #lagosbabes # #abujawomen #naijafashiondaily #naijachic #e #ArinkesSurpriseLovePack #naijacomedy #accessbankmarathon #basketmouth #kennyblaq #mohits #dbanj #donjazzy #wizkid #davido #sciencestudent #paulokoye #wandecoal #shakushaku #futminna #teamdsf #baddosneh #coco #todaystrends #tiwasavage#thecommuter #bigbrothernaija2018
flikcinemas,2018-02-11,"Have you seen #thecommuter yet? Don't miss out - 'An action hero to cheer for!"" #liamneeson #nowshowing #moviesdoha"
seecinema,2018-02-11,". Movie : The Commuter - المرتحل Release Date : 2018 Genre : Action | Crime | Drama | Mystery | Thriller Rating : PG-13 Rating : 6.5 / 10 Runtime : 1h 45min #القصة مايكل وولريتش (ليام نيسون) موظف تأمينات، يخرج يوميًا في رحلة عمله التي باتت روتينًا بالنسبة له. تتغير الأمور حين يتلقى اتصالًا غامضًا من غريب لا يعرفه، ويصبح مايكل مضطرًا للكشف عن هوية الراكب المتخفي بالقطار - الذي يقله لعمله - قبل بلوغ المحطة الأخيرة. وبينما يسابق الزمن لحل اللغز، يكتشف أن هناك خطة قاتلة تُحاك وأنه سيتورط في مؤامرة جنائية عن غير قصد، وبذات الوقت ستتوقف على تصرفاته حياة كل مَن على متن القطار. . A businessman is caught up in a criminal conspiracy during his daily commute home. . Director: Jaume Collet-Serra Stars: Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks #SeeCinema #TheCommuter #Action #Crime #Drama #Mystery #Thriller #477"
vie2202,2018-02-11,2 minggu lalu nonton film misteri/bunuh2an (lagi) 🔫🎬 . Ceritanya tidak terlalu mendebarkan 😅😅 tp lumayanlah buat hiburan 😊 . . #weekendstory #weekendmovie #thecommuter
solish_soul,2018-02-11,: #좌#카라멜#우#치즈#팝콘#영화관#에티켓#🤫 #설#행사 끝나고 #심야영화#꾸벅꾸벅 #liamneeson#thecommuter#cheddar#caramel#popcorn#heart#corazón #🥤#🍿#🎬#❤️
annkozma723,2018-02-11,the 4th annual #DoubleDouble feature is in the books! #darkesthour #thecommuter #ladybird #coco 🎞
moviemadness97,2018-02-11,"The Commuter (2018) - 6/10 I really enjoyed this movie. Yeah its a over the top action movie but look this is what i want in a Liam Neeson action movie. It is like alot of Neeson’s other movies but its a movie you can just sit and enjoy and leave your worries behind. So you guessed this movie takes place on a train and with that you have a unique root you can take with the plot. Not quite sure why i enjoy movies that take place on a train ? Like i loved Murder on the Orient Express and then i really enjoyed this. The fighting scenes in this were surprisingly well editing and choreographed. Neeson can kick ass as usual. I like that Liam Neeson is trying to recreate a famous 80s movie ... first we had him in a Plane in Non-Stop, then we see him in this movie on a Train so I’m guessing we are going to see him in a movie where its set in a car. If you don’t get what I’m saying is the Liam Neeson is recreating Planes, Trains and Auto-mobiles. Overall its a really fun action flick that you don’t need to take seriously but its fun to watch. It stars Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks, Elizabeth McGovern and Sam Neill. Its about insurance salesman Michael who is on his daily commute home, which quickly becomes anything but routine. After being contacted by a mysterious stranger, Michael is forced to uncover the identity of a hidden passenger on the train before the last stop. As he works against the clock to solve the puzzle, he realizes a deadly plan is unfolding, and he is unwittingly caught up in a criminal conspiracy that carries life and death stakes for everyone on the train. #thecommuter #movie #cinema #moviereview #moviemadness6"
johnxnyc110,2018-02-11,Watching #thecommuter #film
moviebuffbeth,2018-02-11,#NowWatching The Commuter! #movies #film #bluraycollection #bluray #thecommuter #liamneeson #theater #cinema #moviebuff #cinephile
k_lyanne,2018-02-11,- Movie Night. 🎬🍿😘 #MovieNight #CaribbeanCinemas #TheCommuter #DateNight #FamilyOfBoxers #PR #PueroRico
kamikoren,2018-02-11,Day 10 - *NEW UPLOAD: youtube.com/kamikoren Liam Neeson. That is all. #TheCommuter #65isthenewsexy #moviepass 365
psycho_bates_,2018-02-11,Got a problem with your uncle... Hahah @thekennethjohnson @freddiehighmore
filmandbooklover,2018-02-11,"Just been to see @thecommuterfilm which was absolutely brilliant. I’m so glad I went to see it before it left the cinema, as it was definitely one of those films you want to watch on the big screen. As always #liamneeson was superb. One to watch on dvd if you didn’t get the chance to see in the cinema #liamneeson #thecommuter #movies #filmreview #onetowatch #goseeit"
ayasstoree.case,2018-02-11,"[VO] CO - O For 👉 Oppo F5 , Neo 9 , A37 ✖️jangan tanyakan type hp lain✖️ . . Matt : soft case Harga : 55.000💕 100rb 2 case [ bisa mix case lain ] Ready 3-4 hari stlh transfer ^^"
jsquad_comedy,2018-02-11,"If #thecommuter was realistic, things could have ended very differently... 😂 Link to the full video is in our bio!"
atontor,2018-02-11,Are you a commuter? 🚊 🚊 Liam Neeson is always entertaining. #liamneeson #thecommuter #movienight #datenight 🚊🚊🚊🚊🚊🚊🚊🚊🚊🚊🚊🚊 #verafarmiga 🎥 🍿
alex_pfleger,2018-02-11,#TheCommuter
evablovelife,2018-02-11,Nieplanowane kino z mężem 🎬💕😁👫 #spontan #thecommuter #liamneeson #meandyou #movie #saturday #saturdaynight #chinesefood #fastfood #superfilm #polishmumblog #polishmum #polskamama #polishgirl #lovemovies #kindofdate #prawierandka
danny.rheden,2018-02-11,#thecommuter #liamneeson #pathe #film #bioscoop
kwok_wah,2018-02-11,#movietime🎬 #thecommuter
thora_gu_,2018-02-11,#meridianspa #kiel #massage #wellness #wellnessday #wellnessandspa #mentalhealth #loveyourself #cinemaxx #thecommuter #specialday #qualitytime #friendshipgoals #love #❤️
wendyverharen,2018-02-11,Enjoy life!!! 👫 Heerlijk dagje #Antwerpen afsluiten in de bios met de film #thecommuter @kinepolisbelgie
blurayhero.id,2018-02-11,This title has not yet been released. The Commuter 4K UHD [Blu-ray] [2018] Condition : New UK Release @ 500.000 - 550.000 Belum termasuk ongkir dr Jakarta WhatsApp : 081288400973 #bluray #blurayindonesia #blurayjakarta #bluraysurabaya #kolektorbluray #kumpulankolektorfilmoriginal #kumpulankolektorfilm #kkf #jualbluray #jualdvd #blurayoriginal #blurayoriginalmurah #blurayimport #jasapesanamazon #jasapesanebay #jasatitipamazon #jasatitipebay #blurayhero #bluraythecommuter #bluraycommuter #thecommuter #thecommuterbluray #liamneeson
jay.jay1991,2018-02-11,9 1/2 hours shift a well done treat for the train 🚂 home.. #thecommuter #xcountry #hometime #starbuckstime
bgirlsmile96,2018-02-11,E anche questo ce l'ho #poster #posters #locandinafilm #locandina #liamneeson #luomosultreno #film #film2018 #actor #actors #cimema #hadsome #thecommuter #attori #movie #movies
themoviehouse02,2018-02-11,"My first review! 'The Commuter' was the first movie I saw in 2018, and I'll therefore review it first. The premise of the movie, despite being a concurring premise, is pretty interesting. The plot is pretty good and driven by Michael's (Liam Neeson) love for his family. What I don't like about the story is that the movie ends, and there is still some mystery and unanswered questions. Vera Farmiga's character feels purposeless at the end of the movie and questions surrounding her remain untouched, which leaves her being a weak character. The action is fine for the most part but sometimes the way it's shot feels too extra in such a narrow area which is a train. In fact, the best parts are when Michael investigates subtly, rather than when he engages in action. During his investigations, the main character makes some rather questionable decisions that make you wonder where exactly he's trying to reach. The performances are good, and Liam Neeson stands out as usual. Overall, The Commuter is an enjoyable movie but feels like there's a bit more left to see by the end. Rating: 68% (D+) #movie #movies #film #films #theater #cinema #thecommuter #thecommutermovie #2018 #liamneeson #verafarmiga #themovie #themoviehousereviews"
desantojaya,2018-02-11,What kind of person are you? . . . #throwback #instagood #inspirationalquotes #thecommuter #photooftheday #quoteoftheday
prow3t4,2018-02-11,Классный был фильм 🎥 🍿 #prow3t4 #newstyle #мойвзгляднамир #iphone7plus #apple #nights #photography #ShotoniPhone #thecommuter
bluray_collector81,2018-02-11,Feeling like a bit of a loser thanks to #moviepass ive seen all these movies on my card and all it cost me was 9.95 #peterrabbit #12strong #hostiles #thecommuter #theshapeofwater #paddington2 #winchester #jumanjiwelcometothejungle #denofthieves
